"Gene.ID"	"Gene.symbol"
"5898"	"RALA"
"8694"	"DGAT1"
"4594"	"MUT"
"54664"	"TMEM106B"
"100132832///5383"	"PMS2P9///PMS2P5"
"8241"	"RBM10"
"85450"	"ITPRIP"
"5051"	"PAFAH2"
"23136"	"EPB41L3"
"84925"	"DIRC2"
"201164///201163"	"PLD6///FLCN"
"9633"	"TESMIN"
"49856"	"WRAP73"
"56986"	"DTWD1"
"2530"	"FUT8"
"1024"	"CDK8"
"5379"	"PMS2P1"
"140735"	"DYNLL2"
"92070"	"CTBP1-AS2"
"10614"	"HEXIM1"
"55179"	"FAIM"
"10016"	"PDCD6"
"22985"	"ACIN1"
"1353"	"COX11"
"80308"	"FLAD1"
"3572"	"IL6ST"
"65059"	"RAPH1"
"283489"	"CHAMP1"
"81570"	"CLPB"
"100302736///353376"	"TMED7-TICAM2///TICAM2"
"25996"	"REXO2"
"55500"	"ETNK1"
"5142"	"PDE4B"
"253827"	"MSRB3"
"1889"	"ECE1"
"63979"	"FIGNL1"
"7155"	"TOP2B"
"5987"	"TRIM27"
"55316"	"RSAD1"
"10206"	"TRIM13"
"51290"	"ERGIC2"
"729440"	"CCDC61"
"29799"	"YPEL1"
"4076"	"CAPRIN1"
"84661///51072"	"DPY30///MEMO1"
"85413"	"SLC22A16"
"23099"	"ZBTB43"
""	""
"4750"	"NEK1"
"1676"	"DFFA"
"204"	"AK2"
"28984"	"RGCC"
"100190939"	"TPT1-AS1"
"8303"	"SNN"
"23341"	"DNAJC16"
"23484"	"LEPROTL1"
"26253"	"CLEC4E"
"8566"	"PDXK"
"84245"	"MRI1"
"8418"	"CMAHP"
"54918"	"CMTM6"
""	""
"23225"	"NUP210"
"5983"	"RFC3"
"56928"	"SPPL2B"
""	""
"9968"	"MED12"
"81565"	"NDEL1"
"55505"	"NOP10"
""	""
"23643"	"LY96"
"6419"	"SETMAR"
"54606"	"DDX56"
"9522"	"SCAMP1"
"8875"	"VNN2"
"10613"	"ERLIN1"
"55745"	"AP5M1"
"10606"	"PAICS"
""	""
"150759"	"LINC00342"
"1021"	"CDK6"
"84172"	"POLR1B"
"400"	"ARL1"
"10240"	"MRPS31"
"144577"	"C12orf66"
"672"	"BRCA1"
"349565"	"NMNAT3"
""	""
"101930416///101929792///100996724///9659"	"LOC101930416///LOC101929792///LOC100996724///PDE4DIP"
"146057"	"TTBK2"
"57147"	"SCYL3"
"7168"	"TPM1"
"83478"	"ARHGAP24"
"56729"	"RETN"
"1604"	"CD55"
"5272"	"SERPINB9"
"10743"	"RAI1"
"23759"	"PPIL2"
"10254"	"STAM2"
"114932"	"MRFAP1L1"
""	""
"8832"	"CD84"
"2204"	"FCAR"
"10651"	"MTX2"
"79054"	"TRPM8"
"349152"	"DPY19L2P2"
"8289"	"ARID1A"
"6894"	"TARBP1"
"55869"	"HDAC8"
"84524"	"ZC3H8"
"415116"	"PIM3"
"118460"	"EXOSC6"
""	""
"51363"	"CHST15"
"25788"	"RAD54B"
"57542"	"KLHL42"
"4065"	"LY75"
"64425"	"POLR1E"
"5256"	"PHKA2"
"387338"	"NSUN4"
"11137"	"PWP1"
"199675"	"MCEMP1"
"6236"	"RRAD"
"138151"	"NACC2"
"124454"	"EARS2"
"9467"	"SH3BP5"
"29068"	"ZBTB44"
"66008"	"TRAK2"
"22858"	"ICK"
""	""
"2531"	"KDSR"
"3576"	"CXCL8"
"51735"	"RAPGEF6"
"64857"	"PLEKHG2"
"7247"	"TSN"
"64172"	"OSGEPL1"
"7940"	"LST1"
"8502"	"PKP4"
"8050"	"PDHX"
"101929398"	"LOC101929398"
"643332"	"ECRP"
"102465879///602"	"MIR8085///BCL3"
"10209"	"EIF1"
"80255"	"SLC35F5"
"4678"	"NASP"
"1663"	"DDX11"
"25946"	"ZNF385A"
"79969"	"ATAT1"
"124540"	"MSI2"
"255877"	"BCL6B"
"9191"	"DEDD"
"55454"	"CSGALNACT2"
""	""
"7692"	"ZNF133"
"56681"	"SAR1A"
"8639"	"AOC3"
"29068"	"ZBTB44"
"10099"	"TSPAN3"
"2965"	"GTF2H1"
"2005"	"ELK4"
"6575"	"SLC20A2"
"5378"	"PMS1"
"55632"	"G2E3"
"10522"	"DEAF1"
"389677"	"RBM12B"
"8676"	"STX11"
"84140"	"FAM161A"
"3945"	"LDHB"
"57727"	"NCOA5"
"55680"	"RUFY2"
"5621"	"PRNP"
"9135"	"RABEP1"
"90673"	"PPP1R3E"
"1520"	"CTSS"
"81556"	"VWA9"
""	""
""	""
"7520"	"XRCC5"
"166378"	"SPATA5"
"9967"	"THRAP3"
"11335"	"CBX3"
"8352"	"HIST1H3C"
"55578"	"SUPT20H"
"54877"	"ZCCHC2"
"22978"	"NT5C2"
"64857"	"PLEKHG2"
"4035"	"LRP1"
"84859"	"LRCH3"
"7763"	"ZFAND5"
"101060817///2653"	"LOC101060817///GCSH"
"1026"	"CDKN1A"
"23012"	"STK38L"
"129401"	"NUP35"
""	""
"8487"	"GEMIN2"
"55148"	"UBR7"
"11064"	"CNTRL"
"34"	"ACADM"
"9935"	"MAFB"
"7175"	"TPR"
"7057"	"THBS1"
"8832"	"CD84"
"10071"	"MUC12"
""	""
"4000"	"LMNA"
"100302736///51014"	"TMED7-TICAM2///TMED7"
"170959"	"ZNF431"
"51154"	"MRTO4"
"81619"	"TSPAN14"
"23308"	"ICOSLG"
"80067"	"DCAF17"
"7095"	"SEC62"
"7280"	"TUBB2A"
"5116"	"PCNT"
"7699"	"ZNF140"
"143187"	"VTI1A"
"3843"	"IPO5"
"79902"	"NUP85"
"9120"	"SLC16A6"
"23097"	"CDK19"
"79896"	"THNSL1"
"51148"	"CERCAM"
"57553"	"MICAL3"
"27292"	"DIMT1"
"25913"	"POT1"
"9545"	"RAB3D"
"1956"	"EGFR"
"57610"	"RANBP10"
"1854"	"DUT"
""	""
"10513"	"APPBP2"
"57326"	"PBXIP1"
"9557"	"CHD1L"
"51434"	"ANAPC7"
"90835"	"CCDC189"
"10634"	"GAS2L1"
"55654"	"TMEM127"
"160622"	"GRASP"
"79155"	"TNIP2"
"6546"	"SLC8A1"
"22880"	"MORC2"
"3725"	"JUN"
"9990"	"SLC12A6"
"134430"	"WDR36"
"54680"	"ZNHIT6"
"10732"	"TCFL5"
"11031"	"RAB31"
"91949"	"COG7"
"254128"	"NIFK-AS1"
"23598"	"PATZ1"
"26097"	"CHTOP"
"3676"	"ITGA4"
"9962"	"SLC23A2"
"10458"	"BAIAP2"
"546"	"ATRX"
"122773"	"KLHDC1"
"2965"	"GTF2H1"
""	""
"55783"	"CMTR2"
"2145"	"EZH1"
"55245"	"UQCC1"
"55622"	"TTC27"
"84126///11277"	"ATRIP///TREX1"
"102725436///5382"	"LOC102725436///PMS2P4"
"3146"	"HMGB1"
"10919"	"EHMT2"
"23210"	"JMJD6"
"399876"	"NAV2-AS4"
"8725"	"URI1"
"3837"	"KPNB1"
"54918"	"CMTM6"
"57560"	"IFT80"
"7057"	"THBS1"
"127018"	"LYPLAL1"
"604"	"BCL6"
"23421"	"ITGB3BP"
"79813"	"EHMT1"
"84263"	"HSDL2"
"23731"	"TMEM245"
"129563"	"DIS3L2"
"80301"	"PLEKHO2"
"55556"	"ENOSF1"
"83636"	"C19orf12"
"8778"	"SIGLEC5"
"51626"	"DYNC2LI1"
"9831"	"ZNF623"
"6320"	"CLEC11A"
"1434"	"CSE1L"
"132949"	"AASDH"
"23567"	"ZNF346"
"81621"	"KAZALD1"
"3638"	"INSIG1"
"10657"	"KHDRBS1"
"7419"	"VDAC3"
"64794"	"DDX31"
"51075"	"TMX2"
"54557"	"SGTB"
"5985"	"RFC5"
"51611"	"DPH5"
"6599"	"SMARCC1"
"55062"	"WIPI1"
"89122"	"TRIM4"
""	""
"6272"	"SORT1"
"23326"	"USP22"
"167227"	"DCP2"
"55798"	"METTL2B"
"64092"	"SAMSN1"
""	""
"58191"	"CXCL16"
"55216"	"C11orf57"
"83990"	"BRIP1"
"687"	"KLF9"
"240"	"ALOX5"
"51058"	"ZNF691"
"10531"	"PITRM1"
"10527"	"IPO7"
"8202"	"NCOA3"
"79871"	"RPAP2"
"23276"	"KLHL18"
"9314"	"KLF4"
"55719"	"SLF2"
"79886"	"CAAP1"
"9262"	"STK17B"
"6693"	"SPN"
"219"	"ALDH1B1"
"285521"	"COX18"
"146050"	"ZSCAN29"
"133686"	"NADK2"
""	""
"55676"	"SLC30A6"
"285753"	"CEP57L1"
"100132101"	"HERC2P7"
""	""
"5562"	"PRKAA1"
"63940"	"GPSM3"
"463"	"ZFHX3"
"56897"	"WRNIP1"
"9202"	"ZMYM4"
"57559"	"STAMBPL1"
"57864"	"SLC46A2"
"831"	"CAST"
"9218"	"VAPA"
"79786"	"KLHL36"
"22929"	"SEPHS1"
"79989"	"TTC26"
"64062"	"RBM26"
"5795"	"PTPRJ"
"93627"	"TBCK"
"10312"	"TCIRG1"
"55129"	"ANO10"
"55284"	"UBE2W"
"4090"	"SMAD5"
"23185"	"LARP4B"
"3816"	"KLK1"
"101060817///2653"	"LOC101060817///GCSH"
"79882"	"ZC3H14"
"91663"	"MYADM"
""	""
"25776"	"CBY1"
"54925"	"ZSCAN32"
"10384"	"BTN3A3"
"55222"	"LRRC20"
"11128"	"POLR3A"
"2308"	"FOXO1"
"1182"	"CLCN3"
"51281"	"ANKMY1"
"65109"	"UPF3B"
"100653061///375513"	"LOC100653061///GUSBP4"
"55833"	"UBAP2"
"55425"	"GPALPP1"
"55770"	"EXOC2"
"79832"	"QSER1"
"57154"	"SMURF1"
""	""
"6310"	"ATXN1"
"101930075///5310"	"LOC101930075///PKD1"
""	""
"2010"	"EMD"
"79830"	"ZMYM1"
"286101"	"ZNF252P"
"128864"	"C20orf144"
"9321"	"TRIP11"
"100652772"	"NNT-AS1"
"8932"	"MBD2"
"7763"	"ZFAND5"
"64207"	"IRF2BPL"
"10018"	"BCL2L11"
"399726"	"CASC10"
"8237"	"USP11"
"9330"	"GTF3C3"
"10458"	"BAIAP2"
"10329"	"TMEM5"
"9948"	"WDR1"
"55632"	"G2E3"
"100507113///27332"	"ZNF638-IT1///ZNF638"
"166647"	"ADGRA3"
"100288332///728741///728734///23117"	"NPIPA5///NPIPB6///NPIPB8///NPIPB3"
"7940"	"LST1"
"10576"	"CCT2"
"10106"	"CTDSP2"
"113263"	"GLCCI1"
"25904"	"CNOT10"
"6240"	"RRM1"
"25929"	"GEMIN5"
"9517"	"SPTLC2"
"150372"	"NFAM1"
"57492"	"ARID1B"
"150094"	"SIK1"
"728"	"C5AR1"
"100506311"	"HOTAIRM1"
"79018"	"GID4"
"3192"	"HNRNPU"
"10140"	"TOB1"
"10947"	"AP3M2"
"10238"	"DCAF7"
"54471"	"MIEF1"
"65110"	"UPF3A"
"2872"	"MKNK2"
"6426"	"SRSF1"
"116143"	"WDR92"
"102606465"	"LOC102606465"
"80150"	"ASRGL1"
"84916"	"UTP4"
"1503"	"CTPS1"
"64793"	"CEP85"
"8832"	"CD84"
"4850"	"CNOT4"
""	""
"65988"	"ZNF747"
"283742"	"FAM98B"
"283357"	"LOC283357"
"79711"	"IPO4"
"3684"	"ITGAM"
"7840"	"ALMS1"
"7748"	"ZNF195"
"23766///23710"	"GABARAPL3///GABARAPL1"
"79664"	"ICE2"
"54662"	"TBC1D13"
"613"	"BCR"
""	""
"9879"	"DDX46"
"1522"	"CTSZ"
""	""
"25798"	"BRI3"
"101930112///6687"	"LOC101930112///SPG7"
"101926907"	"LOC101926907"
"8420///6080"	"SNHG3///SNORA73A"
"57185"	"NIPAL3"
"4176"	"MCM7"
"5425"	"POLD2"
"51594"	"NBAS"
"5728"	"PTEN"
"64581"	"CLEC7A"
"2186"	"BPTF"
"25885"	"POLR1A"
"65988"	"ZNF747"
"26123"	"TCTN3"
"51663"	"ZFR"
"56925"	"LXN"
"94104"	"PAXBP1"
"140739"	"UBE2F"
"56852"	"RAD18"
"340252"	"ZNF680"
"115209"	"OMA1"
"4793"	"NFKBIB"
"7029"	"TFDP2"
"171023"	"ASXL1"
"135293"	"PM20D2"
"63977"	"PRDM15"
"6810"	"STX4"
"1854"	"DUT"
"123283"	"TARSL2"
"8073"	"PTP4A2"
"10621"	"POLR3F"
"221120"	"ALKBH3"
"9913"	"SUPT7L"
"56950"	"SMYD2"
"645513"	"LOC645513"
"10198"	"MPHOSPH9"
"11162"	"NUDT6"
"5987"	"TRIM27"
"91663"	"MYADM"
""	""
"57187"	"THOC2"
"51762"	"RAB8B"
"79738"	"BBS10"
"57472"	"CNOT6"
"57478"	"USP31"
"54531"	"MIER2"
"3170"	"FOXA2"
"7514"	"XPO1"
""	""
"84527"	"ZNF559"
"1385"	"CREB1"
"1326"	"MAP3K8"
"57697"	"FANCM"
"27"	"ABL2"
"25978"	"CHMP2B"
"64921"	"CASD1"
"192669"	"AGO3"
"80298"	"MTERF2"
"26984"	"SEC22A"
"55294"	"FBXW7"
"442582///442578///375593"	"STAG3L2///STAG3L3///TRIM73"
""	""
"4154"	"MBNL1"
"122953"	"JDP2"
"6059"	"ABCE1"
"6854"	"SYN2"
"23082"	"PPRC1"
"10827"	"FAM114A2"
"57488"	"ESYT2"
"23229"	"ARHGEF9"
"54881"	"TEX10"
"9878"	"TOX4"
"6455"	"SH3GL1"
"54918"	"CMTM6"
"6016"	"RIT1"
"90025"	"UBE3D"
"9341"	"VAMP3"
"9168"	"TMSB10"
"51603"	"METTL13"
"23404"	"EXOSC2"
"139886"	"SPIN4"
"65110"	"UPF3A"
"112840"	"WDR89"
"89891"	"WDR34"
"55572"	"FOXRED1"
"8303"	"SNN"
"54801"	"HAUS6"
""	""
"55787"	"TXLNG"
"6595"	"SMARCA2"
"7077"	"TIMP2"
"23099"	"ZBTB43"
"5387"	"PMS2P3"
"79596"	"RNF219"
"3843"	"IPO5"
""	""
"4361"	"MRE11A"
"23193"	"GANAB"
"8502"	"PKP4"
"57002"	"YAE1D1"
"79634"	"SCRN3"
"57596"	"BEGAIN"
""	""
"388335"	"TMEM220"
"5832"	"ALDH18A1"
"1616"	"DAXX"
"7057"	"THBS1"
"142"	"PARP1"
"11020"	"IFT27"
"63891"	"RNF123"
"60496"	"AASDHPPT"
"26263"	"FBXO22"
"6907"	"TBL1X"
"51702"	"PADI3"
"8295"	"TRRAP"
"830"	"CAPZA2"
"132001"	"TAMM41"
"83852"	"SETDB2"
"64786"	"TBC1D15"
"284926"	"LOC284926"
"196740"	"VSTM4"
"9669"	"EIF5B"
"1975"	"EIF4B"
"285989"	"ZNF789"
"23603"	"CORO1C"
"552889"	"ATXN7L3B"
"11112"	"HIBADH"
"7175"	"TPR"
"64754"	"SMYD3"
""	""
"64924"	"SLC30A5"
"5500"	"PPP1CB"
"7750"	"ZMYM2"
"23367"	"LARP1"
"25896"	"INTS7"
"6936"	"GCFC2"
"51667"	"NUB1"
"4170"	"MCL1"
"729082"	"OIP5-AS1"
"2790"	"GNG10"
"117178"	"SSX2IP"
"100302652///51130"	"GPR75-ASB3///ASB3"
"80304"	"WDCP"
"5993"	"RFX5"
"221955"	"DAGLB"
"101928747///27316///26787"	"LOC101928747///RBMX///SNORD61"
"100132735"	"LOC100132735"
"9652"	"TTC37"
"100316868"	"HOTTIP"
"8676"	"STX11"
"153364"	"MBLAC2"
"57539"	"WDR35"
"57153"	"SLC44A2"
"79768"	"KATNBL1"
"5424"	"POLD1"
"56647"	"BCCIP"
"3607"	"FOXK2"
"9530"	"BAG4"
"84912"	"SLC35B4"
"22823"	"MTF2"
"6041"	"RNASEL"
"51108"	"METTL9"
"51528"	"JKAMP"
"25996"	"REXO2"
"80167"	"ABHD18"
"9135"	"RABEP1"
"10576"	"CCT2"
"9530"	"BAG4"
"10634"	"GAS2L1"
"55262"	"C7orf43"
"9184"	"BUB3"
"387707"	"CC2D2B"
"6533"	"SLC6A6"
"150759"	"LINC00342"
"8165"	"AKAP1"
"285672"	"SREK1IP1"
"3557"	"IL1RN"
"89970"	"RSPRY1"
"29994"	"BAZ2B"
""	""
"101927673///55611"	"LOC101927673///OTUB1"
"9788"	"MTSS1"
"28984"	"RGCC"
"22916"	"NCBP2"
"80198"	"MUS81"
"55668"	"GPATCH2L"
"64127"	"NOD2"
"2204"	"FCAR"
"6515"	"SLC2A3"
"22929"	"SEPHS1"
"54993"	"ZSCAN2"
"114548"	"NLRP3"
"200298"	"LINC00528"
"693197///283131"	"MIR612///NEAT1"
"148362"	"BROX"
"286495///7267"	"TTC3P1///TTC3"
"102466223///26012"	"MIR7114///NSMF"
"8805"	"TRIM24"
"4281"	"MID1"
"51274"	"KLF3"
"53831"	"GPR84"
"100506123///100506076"	"LOC100506123///LOC100506076"
"29035"	"C16orf72"
"55689"	"YEATS2"
"113"	"ADCY7"
"9786"	"KIAA0586"
"57380"	"MRS2"
"961"	"CD47"
"51111"	"KMT5B"
"23093"	"TTLL5"
"79009"	"DDX50"
"5355"	"PLP2"
"23613"	"ZMYND8"
"101930343///161497///117155"	"LOC101930343///STRC///CATSPER2"
"8165"	"AKAP1"
"143187"	"VTI1A"
"254048"	"UBN2"
"101928718///55924"	"LOC101928718///FAM212B"
"23199"	"GSE1"
"6543"	"SLC8A2"
"131118"	"DNAJC19"
"100113381///26354"	"SNORD19B///GNL3"
"128486"	"FITM2"
"84154"	"RPF2"
"54093"	"SETD4"
"87178"	"PNPT1"
"123872"	"DNAAF1"
"90203"	"SNX21"
"10061"	"ABCF2"
"3980"	"LIG3"
"3267"	"AGFG1"
"9733"	"SART3"
"26048"	"ZNF500"
"55691"	"FRMD4A"
"5465"	"PPARA"
"65244"	"SPATS2"
"10694"	"CCT8"
"4688"	"NCF2"
"9056"	"SLC7A7"
"283991"	"UBALD2"
"51773"	"RSF1"
"6275"	"S100A4"
"7572"	"ZNF24"
"8886"	"DDX18"
"389906"	"LOC389906"
"27183"	"VPS4A"
"23516"	"SLC39A14"
"51608///23353"	"GET4///SUN1"
"7803"	"PTP4A1"
"26112"	"CCDC69"
"5364"	"PLXNB1"
"23387"	"SIK3"
"7336"	"UBE2V2"
"81631"	"MAP1LC3B"
"27037"	"TRMT2A"
"10320"	"IKZF1"
"6597"	"SMARCA4"
"90806"	"ANGEL2"
""	""
"100534612///23600"	"C1QTNF3-AMACR///AMACR"
"158062"	"LCN6"
"25800"	"SLC39A6"
"28442///28396///3507///3502///3500///3495///3493///3492"	"IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH"
"23462"	"HEY1"
""	""
"222194"	"RSBN1L"
"493753"	"COA5"
"23091"	"ZC3H13"
"10928"	"RALBP1"
"55500"	"ETNK1"
"157247///55131"	"MGC27345///RBM28"
"100847052///677835///1736"	"MIR664B///SNORA56///DKC1"
"91"	"ACVR1B"
"54522"	"ANKRD16"
"55668"	"GPATCH2L"
""	""
"81602"	"CDADC1"
"101060373///408050///283820///23420"	"LOC101060373///NOMO3///NOMO2///NOMO1"
"4000"	"LMNA"
"4673"	"NAP1L1"
"5073"	"PARN"
"127829"	"ARL8A"
"79631"	"EFL1"
"57801"	"HES4"
"51304"	"ZDHHC3"
"10424"	"PGRMC2"
"55727"	"BTBD7"
"1739"	"DLG1"
"54472"	"TOLLIP"
"23279"	"NUP160"
"51001"	"MTERF3"
"196074"	"METTL15"
"8241"	"RBM10"
"23334"	"SZT2"
"51520"	"LARS"
"8799"	"PEX11B"
"81788///56672"	"NUAK2///AKIP1"
"2218"	"FKTN"
"60313"	"GPBP1L1"
"9656"	"MDC1"
"65008"	"MRPL1"
"7136"	"TNNI2"
"7923"	"HSD17B8"
"3512"	"JCHAIN"
"57679"	"ALS2"
"84236"	"RHBDD1"
""	""
"1854"	"DUT"
"9331"	"B4GALT6"
"51661"	"FKBP7"
"51340"	"CRNKL1"
""	""
"51271"	"UBAP1"
"8545"	"CGGBP1"
"8073"	"PTP4A2"
"8546"	"AP3B1"
"123169"	"LEO1"
"27086"	"FOXP1"
"29965"	"CDIP1"
"55729"	"ATF7IP"
"5993"	"RFX5"
"57533"	"TBC1D14"
"10128"	"LRPPRC"
"200728"	"TMEM17"
"9690"	"UBE3C"
"8509"	"NDST2"
"23318"	"ZCCHC11"
"51228"	"GLTP"
"2935"	"GSPT1"
"130507"	"UBR3"
"527"	"ATP6V0C"
"10261"	"IGSF6"
"1604"	"CD55"
"11079"	"RER1"
"7090"	"TLE3"
"8522"	"GAS7"
"55761"	"TTC17"
"10912"	"GADD45G"
"79269"	"DCAF10"
"26005"	"C2CD3"
"93183"	"PIGM"
"79086"	"SMIM7"
"55153"	"SDAD1"
"11039"	"SMA4"
"30061"	"SLC40A1"
"79863"	"RBFA"
"4548"	"MTR"
"55140"	"ELP3"
"6257"	"RXRB"
"26136"	"TES"
"10425"	"ARIH2"
"81844"	"TRIM56"
"57606"	"SLAIN2"
"375748"	"ERCC6L2"
"51028"	"VPS36"
"22868"	"FASTKD2"
"100509445///728715///408186///144203"	"LOC100509445///LOC728715///OVOS///OVOS2"
"80153"	"EDC3"
"6237"	"RRAS"
"355"	"FAS"
"163786"	"SASS6"
"55691"	"FRMD4A"
"4140"	"MARK3"
"51651"	"PTRH2"
"127731"	"VWA5B1"
""	""
"100500832///7371"	"MIR3658///UCK2"
"643847///643834///5222"	"PGA4///PGA3///PGA5"
"84333"	"PCGF5"
"54940"	"OCIAD1"
"56886"	"UGGT1"
"285268"	"ZNF621"
"9851"	"KIAA0753"
"102724112///84305"	"LOC102724112///PYM1"
""	""
"55204"	"GOLPH3L"
"11231"	"SEC63"
""	""
"115294"	"PCMTD1"
"80736"	"SLC44A4"
"10159"	"ATP6AP2"
"3423"	"IDS"
"148789"	"B3GALNT2"
"100506779"	"TSPOAP1-AS1"
"3099"	"HK2"
""	""
"100379661///571"	"GRIK1-AS2///BACH1"
"10439"	"OLFM1"
"54840"	"APTX"
"2237"	"FEN1"
""	""
"10845"	"CLPX"
"192669"	"AGO3"
""	""
"10247"	"RIDA"
"375056"	"MIA3"
""	""
"9445"	"ITM2B"
"137695"	"TMEM68"
"64863"	"METTL4"
"84899"	"TMTC4"
"1949"	"EFNB3"
"23764"	"MAFF"
"9467"	"SH3BP5"
"10154"	"PLXNC1"
"102465532///5187"	"MIR6883///PER1"
"23556"	"PIGN"
"79685"	"SAP30L"
"55759"	"WDR12"
"26135"	"SERBP1"
"4144"	"MAT2A"
"9093"	"DNAJA3"
"55803"	"ADAP2"
"55000"	"TUG1"
"57826"	"RAP2C"
"6619"	"SNAPC3"
"23545"	"ATP6V0A2"
"23178"	"PASK"
""	""
"29090"	"TIMM21"
"51230"	"PHF20"
"26207"	"PITPNC1"
"65998"	"C11orf95"
"150962"	"PUS10"
"8189"	"SYMPK"
""	""
"51400"	"PPME1"
"7045"	"TGFBI"
"3099"	"HK2"
"104"	"ADARB1"
"84340"	"GFM2"
"28232"	"SLCO3A1"
"30837"	"SOCS7"
"4170"	"MCL1"
"157"	"GRK3"
"51520"	"LARS"
"51434"	"ANAPC7"
"55152"	"DALRD3"
"4836"	"NMT1"
"6277"	"S100A6"
"226"	"ALDOA"
"51571"	"FAM49B"
"56339"	"METTL3"
"23210"	"JMJD6"
"27332"	"ZNF638"
"54758"	"KLHDC4"
"116150"	"NUS1"
"50485"	"SMARCAL1"
"643549///63935"	"LOC643549///PCIF1"
"3752"	"KCND3"
"28970"	"C11orf54"
"101929240///23020"	"LOC101929240///SNRNP200"
"9793"	"CKAP5"
"1316"	"KLF6"
"5108"	"PCM1"
"2683"	"B4GALT1"
"124044"	"SPATA2L"
"64949"	"MRPS26"
"2976"	"GTF3C2"
"60526"	"LDAH"
"339210"	"C17orf67"
"9994"	"CASP8AP2"
"4928"	"NUP98"
"220988///10151"	"HNRNPA3///HNRNPA3P1"
"1203"	"CLN5"
"25"	"ABL1"
"10902"	"BRD8"
"4522"	"MTHFD1"
"2639"	"GCDH"
"3843"	"IPO5"
"90673"	"PPP1R3E"
""	""
"7957"	"EPM2A"
"58500"	"ZNF250"
"9522"	"SCAMP1"
"55608"	"ANKRD10"
"79676"	"OGFOD2"
"79685"	"SAP30L"
"51696"	"HECA"
"51360"	"MBTPS2"
"117144"	"CATSPER1"
"4999"	"ORC2"
"10946"	"SF3A3"
"10314"	"LANCL1"
"23064"	"SETX"
"3603"	"IL16"
"54960"	"GEMIN8"
"1457"	"CSNK2A1"
"7430"	"EZR"
""	""
"63935"	"PCIF1"
"3192"	"HNRNPU"
"2175"	"FANCA"
"23517"	"SKIV2L2"
"64768"	"IPPK"
"9917"	"FAM20B"
"57560"	"IFT80"
"55028"	"C17orf80"
"8896"	"BUD31"
"57026///23616"	"PDXP///SH3BP1"
"6247"	"RS1"
"4193"	"MDM2"
"9262"	"STK17B"
"7586"	"ZKSCAN1"
"23178"	"PASK"
"3980"	"LIG3"
"51141"	"INSIG2"
"5567"	"PRKACB"
"9093"	"DNAJA3"
"285672"	"SREK1IP1"
"1453"	"CSNK1D"
"5289"	"PIK3C3"
""	""
"2932"	"GSK3B"
"5426"	"POLE"
"6651"	"SON"
"9889"	"ZBED4"
"91574"	"C12orf65"
"5325"	"PLAGL1"
"55556"	"ENOSF1"
"115207"	"KCTD12"
"54536"	"EXOC6"
"55830"	"GLT8D1"
"4673"	"NAP1L1"
"285331"	"CCDC66"
"6320"	"CLEC11A"
"2909"	"ARHGAP35"
"7866"	"IFRD2"
"389541"	"LAMTOR4"
""	""
"23764"	"MAFF"
"5537"	"PPP6C"
"8125"	"ANP32A"
"257218"	"SHPRH"
"23107"	"MRPS27"
"5343///5342"	"PLGLB1///PLGLB2"
"101927531"	"LOC101927531"
""	""
"55761"	"TTC17"
"10695"	"CNPY3"
"23394"	"ADNP"
"23350"	"U2SURP"
"57459"	"GATAD2B"
"6659"	"SOX4"
""	""
"7071"	"KLF10"
"7813"	"EVI5"
"1434"	"CSE1L"
"64924"	"SLC30A5"
""	""
""	""
"8289"	"ARID1A"
"226"	"ALDOA"
"57326"	"PBXIP1"
"134549"	"SHROOM1"
"123811"	"FOPNL"
"730268///64682"	"LOC730268///ANAPC1"
"374354"	"NHLRC2"
"79618"	"HMBOX1"
"84803"	"GPAT3"
"10641"	"NPRL2"
"8871"	"SYNJ2"
"196074"	"METTL15"
"6203"	"RPS9"
"9727"	"RAB11FIP3"
"204"	"AK2"
"55016"	"MARCH1"
"102724985///23042"	"LOC102724985///PDXDC1"
"3070"	"HELLS"
"7329"	"UBE2I"
"23710"	"GABARAPL1"
""	""
"80167"	"ABHD18"
""	""
"9121"	"SLC16A5"
"63929"	"XPNPEP3"
"8615"	"USO1"
"54662"	"TBC1D13"
"8572"	"PDLIM4"
"6945"	"MLX"
"5927"	"KDM5A"
"9097"	"USP14"
"220988"	"HNRNPA3"
"51535"	"PPHLN1"
"84376"	"HOOK3"
"51318"	"MRPL35"
"26135"	"SERBP1"
"6556"	"SLC11A1"
"65981"	"CAPRIN2"
""	""
"130507"	"UBR3"
"138199"	"CARNMT1"
"89910"	"UBE3B"
"10135"	"NAMPT"
"51147"	"ING4"
"5813"	"PURA"
"116362"	"RBP7"
"139716"	"GAB3"
"490"	"ATP2B1"
"597"	"BCL2A1"
"400073"	"C12orf76"
"94103"	"ORMDL3"
"114548"	"NLRP3"
"8672"	"EIF4G3"
"2810"	"SFN"
"83874"	"TBC1D10A"
"8131"	"NPRL3"
"100142659///100128553///643854"	"CTAGE8///CTAGE4///CTAGE9"
"10444"	"ZER1"
"9990"	"SLC12A6"
"57696"	"DDX55"
"100532737///692199///7919"	"ATP6V1G2-DDX39B///SNORD84///DDX39B"
"23333"	"DPY19L1"
"2180"	"ACSL1"
"66035"	"SLC2A11"
"10137"	"RBM12"
"10492"	"SYNCRIP"
"1965"	"EIF2S1"
"127544"	"RNF19B"
"286410"	"ATP11C"
